"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"252900","기타종이제품","other paper articles"," 내지지, 루핑지, 셀프접착지, 수제지, 전사지, 책상보, 아황산포장지, 여과지, 전기절연지, 제판용지, 트레이싱지, 글라신지, 종이빨대, 펠트지, 지형지, 콘덴서지, 팬시지, 황산지, 종이박스, 종이상자, 종이호일, 유산지, 밀크카톤, 종이컵 "," roofingpaper, adhesivepaper, transferpaper, tablecover, wrappingpaper, filterpaper, insulatingpaper, tracingpaper, parchmentpaper "
"243500","광학유리","optical glass"," 광학유리, 유리광학용품, 실드빔램프, 신호용유리제품, 유리제품광학소자 "," optical glass, glass, beam, glassware, lamp, element, glass, element, glassware "
"243700","유리식기및장식품","and glassware decoration"," 유리식기, 유리장식품, 유리제품유리, 크리스탈식기 "," glassware "
"243800","유리제벌브","bulb glass"," 유리제벌브, 유리제품, 유리제품유리, 유리전구, 유리구 "," glass bulb "
"333200","여우모피","fox fur"," 여우모피, 천연모피, 생모피 "," fox fur "
"333300","인조모피","fur artificial"," 인조모피 "," artificial fur "
"333900","기타모피","other furs"," 기타모피, 라쿤모피, 천연모피, 생모피 "," other furs, astrakhan, chinchilafur, raccoonfur, coyotefur, rabbitfur, beaverfur "
"411100","폴리에스텔섬유","staple fiber polyester"," 폴리트리메틸렌테레프탈레이트, 폴리에스테르섬유, 폴리에스텔섬유 "," polyester fiber, polytrimethyleneterephthalate "
"411200","아크릴섬유","staple fiber acrylic"," 아크릴섬유 "," acrylic fiber, acrylicfiber, modacrylicfiber "
"411300","나일론섬유","staple fiber nylon"," 나일론섬유 "," nylon fiber, nylonfiber "
"411900","기타합성섬유","man-made staple other fiber"," 기타합성섬유 "," other syntheticfiber "
"133900","기타석유제품","other petroleum articles"," 기타석유제품, 마이크로크리스털린왁스, 매스틱, 몬탄왁스, 바셀린, 바세린, 석유역청, 석유제품, 세레신왁스, 스케일왁스, 슬랙왁스, 아스팔타이트, 아스팔트질의암석, 토탄왁스, 파라핀왁스, 피치코크스, 석유젤리 "," pitchcoke, petroleumjelly, vaseline, paraffinwax, slackwax, scalewax, montanwax, peatwax "
"131000","원유","petroleum crude"," 석유, 역청유, 원유 "," crudeoil, petroleum "
"132100","무연탄","anthracite"," 무연탄, 석탄 "," anthracite "
"132200","유연탄","bituminouscoal"," 강점결성코크스용탄, 코크스용탄 "," bituminouscoal "
"132300","갈탄","lignite"," 갈탄, 응결갈탄 "," lignite "
"132400","토탄","peat"," 토탄 "," peat "
"132900","기타석탄","othercoal"," 기타석탄, 레토르트카본, 반성코크스, 연탄, 조개탄 "," other coal, briquette, retortcarbon "
"133110","휘발유 항공휘발유","petroleum spirits spirit aviation"," 항공휘발유, 항공유 "," aviation oil "
"133120","자동차휘발유 휘발유","petroleum spirits motor spirit"," 자동차휘발유, 차량용휘발유, 휘발유, 가솔린 "," gasoline "
"133200","경유","gasoil"," 경유, 엔진오일, 윤활유, 디젤 "," diesel oil, gasoil, dieselfuel "
"133310","제트유및등유 제트유","kerosene or jet fuel"," 제트연료유, 제트유, 등유 "," jet fuel "
"014320","소스류 된장","sauces paste bean"," 된장, 된장소스, 된장스톡, 청국장, 강된장, 쌈장, 우렁된장, 막장, 토장, 두부장, 비지장, 막된장 "," beanpaste, cheonggukjang, ssamjang "
"014330","소스류 고추장","sauces hot paste bean"," 고추장, 초장 "," redpepperpaste, kochujang, gochujang "
"014340","소스류 토마토케찹","sauces ketchup tomato"," 토마토소스, 토마토케찹 "," ketchup, tomatosauce "
"014350","겨자 소스류","sauces mustard"," 겨자소스, 겨자, 겨자분말, 와사비, 머스타드소스, 머스타스소스 "," mustardsauces, mustardsauce "
"014360","소스류 마요네스","sauces mayonnaise"," 마요네스 "," mayonnaisesauces, mayonnaisesauce, mayonnaise "
"014370","카레 소스류","sauces curry"," 카레 "," curry, currysauces, currysauce "
"014390","소스류 기타소스류","sauces other"," 기타소스류, 마법의치킨가루, 메주, 초육수, 춘장, 혼합조미료, 다시다, 인공감미료, 마파두부소스, 맛소금, 멸치액젓, 미원, 바베큐소스, 부대찌개소스, 분말스프, 라면스프, 불고기소스, 스테이크소스 "," other sauces, mapatofusauce, anchovy, fishsauce, miwon, bbqsauce, barbecuesauce, bulgogisauce, steaksauce "
"014400","향신료","spice"," 강황가루, 샤프란, 심황, 월계수, 월계수잎, 타임, 향신료, 고수, 정향, 파슬리, 바질, 후추 "," saffron, turmeric, curcuma, bayleaf "
"014500","지방성물질","matter fat"," 데그라스 "," degras "
"133600","윤활유","lubricating oil"," 기관오일, 기어오일, 냉동기오일, 방청유, 세척유, 실린더오일, 엔진오일, 열매체유, 열처리유, 유동파라핀, 유압브레이크유, 윤활유, 전기전열유, 절삭유, 주형이형유, 콤파운드오일, 터빈오일, 프로세스유 "," lubricatingoil, engineoil, cylinderoil, spindleoil, gearoil, liquidparaffin, processoil, lubricant "
"015600","식물성한약재","vegetable material chinese medicine"," 감초, 계피, 구기자, 도라지, 박하, 백수오, 식물성한약재, 연자육, 오미자, 용안육, 하수오, 한약재, 황련, 회향, 결명자, 황칠, 당귀 "," cinnamomum, cinnamon, rhizoma, roylei, bulbus, arillus, fructus, peppermint, grandiflorum, platycodon, wolfberry, barbary, chinensismagnolia, isqualis, multiflori, polygalaeradix "
"014900","기타식물성재료","material other vegetable"," 면린터, 수수류, 피아사바, 상아야자 "," cottonlinters, broomcorn, corozo, piassava "
"015110","커피류 커피","coffee"," 원두커피, 커피, 커피류, 드립커피, 원두, 루왁, 루왁커피, 에스프레소, 인스턴트커피 "," coffee, luwakcoffee "
"015120","커피류 커피조제품","preparation coffee"," 커피류, 커피조제품, 커피크리머, 에스프레소, 인스턴트커피 "," coffee, instantcoffee "
"015210","초코렛및코코아조제품 초코렛","or cocoa chocolate of preparation"," 초코렛, 초코렛및코코아조제품, 초콜릿 "," cocoa chocolate "
"015220","초코렛및코코아조제품 코코아조제품","or cocoa chocolate of preparation"," 코코아분말, 코코아버터, 코코아조제품, 초콜릿조제품, 초콜렛조제품, 코코아밀크 "," cocoabutter,cocoapowder, cocoamilk "
"015310","차류 녹차","tea green"," 녹차, 녹차차류, 차류, 현미녹차, 그린티 "," greentea "
"015320","차류 홍차","tea black"," 차류, 홍차, 홍차차류, 우롱차, 얼그레이 "," blacktea, oolongtea, earlgrey "
"015410","잎담배 연초류","leaf tobacco tabacco/tobacco tabacco/leaf"," 연초류, 잎담배 "," tobacco, tabaccoleaf "
"849220","전기 부분품 중전 기타 배전보드","Other For a"," 배전보드, 배전보드전기 "," panel, board "
"849230","전기 부분품 개폐기부분품 중전 기타","Of switches Other"," 개폐기부분품, 개폐기부품 "," switches otherswitch "
"849240","전기 부분품 기타 중전 차단기","Of automatic circuit"," 자동차단기부분품, 자동차단기부품, 차단기부품, 차단기부분품 "," automatic circuit breaker "
"849250","전기 계전기 부분품 중전 기타","Of relays Other"," 계전기부품, 계전기의부분품 "," relays "
"849260","제어반 전기 부분품 중전 기타","Of control panels"," 제어반부분품, 제어반부품 "," controlpanels, control panel "
"849310","탄소부품","Of a kind"," 탄소봉, 탄소난방필름, 탄소부품 "," carbonrod "
"849490","절연부품 부품 기타절연 기타","Insulating fittings of"," 절연부품, 절연용물품, 절연용절연부품 "," insulatingfittings "
"849910","전기기기 전기부품 기타","other electric heavy equipment"," 입자가속기, 신호발생기, 이온정수기, 이퀄라이저, 전자번역기, 오디오믹서, 전기신경자극기 "," equalizers, audiomixer, signalgenerator, particle accuelerator "
"849920","전기기기 전기부품 기타","other equipment heavy parts electric"," 전자석, 클램프, 리프팅헤드 "," liftinghead, electromagnets, electromagnet "
"849990","전기부품 기타","other electric heavy equipment"," 전기부품, 전기부품일반기계, 인쇄회로조립품 "," other electric heavy equipment "
"911000","서적","books"," 간행물, 교과서, 국문판, 습화책, 아동용그림책, 그림책, 도서, 서적, 책, 책자 "," bookskorean, book, encyclopaedia, picturebook "
"950900","기타의료위생용품","medical other care, hygiene articles of"," 거즈, 구급상자, 기타의료위생용품, 마스크, 조제드레싱, 방사선방호복, 습포제, 의료위생용품, 치과용시멘트, 조영제, 봉합용접착제, 탈지면, 응급구조키트 "," gauze, firstaidkit, poultice, contrastmedium, cottonball, cottonwool "
"912000","신문등정기간행물","regular newspaper,etc regular publishing matter for example newspaper,etc matter publishing for example"," 신문, 정기간행물, 잡지, 주간지 "," newspaper, journal "
"913000","지도","map"," 지도, 해도, 맵 "," map, hydrographic charts "
"919000","기타인쇄물","matter other other printed matter printed"," 기타인쇄물, 도안, 설계도, 악보, 악보인쇄물, 항공화물증권, 명함, 부적, 스티커북 "," blueprint "
"921000","그림","painting"," 인쇄화, 데생, 파스텔, 판화 "," painting pastel "
"922000","조각품","sculpture","  예술품, 조각품, 조각품, 조각상 "," sculpture "
"931000","우표","stemp stamp"," 우표 "," postagestemp, postagestemps "
"932000","골동품","antique"," 골동품, 도자기류, 악기류 "," antique "
"939000","기타수집품","other other material sof collection collection materials of"," 골동품, 기타수집품, 도자기수집품, 예술용품 "," collection, antique "
"941100","안경","spectacles"," 돋보기, 시력교정안경, 시력교정용안경, 선글라스, 썬글라스, 안경, 안경류, 뿔테안경 "," spectacle, glasses, sunglasses "
"950100","반창고","plaster adhesive"," 반창고, 일회용밴드, 데일밴드, 메디폼, 습윤밴드, 의료용밴드, 재생밴드 "," band-aid, plaster "
"950200","붕대","bandage"," 붕대, 석고붕대 "," bandage "
"031810","목제생활용품 목재틀","living ware frame wooden"," 목재틀, 그림틀, 거울틀 "," wooden frame "
"031820","젓가락 목제생활용품","living ware wooden chopstick"," 나무젓가락, 대나무젓가락, 젓가락, 일회용젓가락 "," chopstick, kitchenware, bamboochopstick "
"031830","목제식탁용품 목제생활용품","table living ware wooden"," 나무밥공기, 나무그릇, 빵도마, 나무대접 "," woodenbowl, woodendish, woodentray "
"031840","목제장식품상자 목제생활용품","box ware ornamental wooden living"," 신변장식용품용상자, 목제장식품, 나무장식품, 작은조각상, 담배상자, 마르퀘트리목제품, 상감세공목제품 "," woodenornament, marquetry wooden, cigarettecasket, jewellerycasket "
"031890","기타목재생활용품 목제생활용품","other wood ware wooden living of"," 광주리, 기타목재생활용품, 마개, 바구니, 옷걸이, 이쑤시개, 라탄, 부채, 성냥개비, 나무못 "," clotheshanger, toothpick, fans, basket, rattan "
"031900","기타목재류","materials other wooden"," 거푸집, 기타목재류, 널빤지, 대나무모형, 목재블록, 목탄, 목판, 사이딩, 판자, 플로어링, 목제틀, 참숯, 톱밥 "," sawdust, cask, barrel, hardwoodcharcoal "
"032100","수목류","tree"," 낙엽송, 리기테다, 밤나무, 분재용나무, 삼나무, 수목류, 잣나무, 편백나무, 호두나무, 호도나무, 참나무 "," treeslip, tree, chestnuttree, bushes, shrubs, walnuttree, bonsai, larchtree, cryptomeria, cypress, rigitaeda "
"032200","종자류","seeds"," 종자류, 삼림수종자, 잔디종자, 담배종자, 과수목종자, 종자, 참나무종자 "," seeds, oakseeds, tabaccoseeds, lawnseeds "
"033100","코르크","cork"," 기타코르크, 천연코르크, 마개 "," cork, naturalcork, corks "
"033200","천연고무","natural rubber"," 천연고무, 치클검, 라텍스, 천연라텍스, 스모크드시트 "," naturalrubber, rubber, latex, smokedsheets, chiclegum, guayule, rubber, chicle, balata, guayule "
"033900","기타임산부산물","other byproducts forest"," 기타임산부산물, 떡갈잎, 맹종죽, 생칠, 오배자, 은행잎, 청미래덩굴잎, 청환죽, 칡뿌리, 아몬드헐, 올레오레진, 칡줄기껍질, 삼지닥나무껍질, 닥나무껍질, 초피 "," kudzuroot, ginkgoleaf, mulberrybark, edgeworthiabark, quercus, dentataleaf, smilax, gallnut "
"041900","기타어류","other fishes"," 가오리, 갯장어, 고등어, 곱상어, 기타어류, 까나리, 꽁치, 능성어, 달고기, 먹장어, 메기, 미꾸라지, 민어, 밀크피쉬, 방어, 보리멸, 태평양연어, 이빨고기, , 복어, 볼락, 붕어, 붕어홍살치, 붕장어, 비단잉어, 삼치, 상어, 적어, 새꼬리민태, 새우, 서대, 솔레아, 숭어, 아귀, 임연수어, 잉어, 참치, 연어, 초어, 틸라피아, 홍살치, 홍어, 활어, 열대어, 청어, 도루묵, 금태, 학꽁치 "," rays, skates, plaice, sharptoothedeel, mackerel, dogfish, sandlance, saury, truebass, johndory, hagfish, catfishes, loaches, croakers, milkfish, yellowtail, yellowtailfish, whiteseasmelt, puffers, rockfish, crusiancarp, congereel, solefish, mullets, angler, monkfish, salmon, toothfish, atkamackerel, sardines, herrings, grasscarp, tilapia, thornyhead, skates "
"045100","어육","fish meat"," 어육, 연육, 냉동연육 "," fishmeat "
"011110","쌀 곡류","cereals rice"," 곡류, 곡물, 곡식, 메현미, 멥쌀, 멥쌀찰현미, 밥, 백미, 쇄미, 쌀, 쌀밥, 찰현미, 찹쌀, 현미쌀, 백미쌀 "," rice, brownrice, brokenrice, glutinousrice, huskedrice "
"011120","보리 곡류","cereals barley"," 곡류, 곡물, 곡식, 겉보리, 맥주보리, 맥주보리, 쌀보리, 보리 "," barley, maltingbarley, unhulledbarley, nakedbarley "
"011130","곡류 밀","wheat cereals"," 곡류, 곡물, 곡식, 메밀, 밀, 듀럼밀, 호밀, 통밀 "," wheat durumwheat, meslin, buckwheat rye, wholewheat "
"011140","곡류 옥수수","cereals maize/corn"," 옥수수, 팝콘용옥수수, 찰옥수수, 흑찰옥수수, 초당옥수수 "," corn, maize, glutinouscorn, blackglutinouscorn, maize, supersweetcorn "
"011150","조 곡류","millet cereals"," 곡류, 곡물, 곡식, 조 "," millet "
"011160","곡류 수수","cereals sorghum"," 곡류, 곡물, 곡식, 수수 "," sorghum "
"011190","기타곡류 곡류","other cereals"," 곡류, 곡물, 곡식, 기장, 기타곡류, 잡곡, 퀴노아, 귀리 "," canary, quinoa, triticale, oats "
